Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81483353,,,Anamor,1653,Street,1578000,10,2,3,2,0,1460,6960,Redwood City,65
Sold,Not Applicable,ML81500297,,,King,330,Street,1576000,8,2,3,2,0,1720,4810,Redwood City,64
Sold,Not Applicable,ML81464380,,,Greenfield,267,Avenue,1575000,14,3,4,2,1,1900,10150,San Mateo,65
Sold,Not Applicable,ML81465430,,,Skyline,13010,Boulevard,1575000,7,2,3,2,0,1600,44700,Woodside,61
Sold,Not Applicable,ML81468394,,,Skyline,17300,Boulevard,1575000,9,2,2,2,0,2180,120226,Woodside,41
Sold,Not Applicable,ML81471043,,,El Sobrante,3315,Street,1575000,9,2,3,2,0,2040,7865,San Mateo,50
Sold,Not Applicable,ML81485908,,,Danbury,116,Lane,1575000,9,3,3,2,1,1900,4000,Redwood City,26
Sold,Not Applicable,ML81496522,,,Chestnut,147,Lane,1575000,11,3,3,2,1,1480,6700,San Mateo,68
Sold,Not Applicable,ML81498483,,,Linwood,4,Way,1571000,17,3,4,3,0,2800,11600,Woodside,50
Sold,Not Applicable,ML81484402,,,Christian,3901,Drive,1570000,7,2,3,2,0,1660,6633,Belmont,50
Sold,Not Applicable,ML81471401,,,Forest,2109,Avenue,1560000,10,3,4,3,0,1970,5100,Belmont,54
Sold,Not Applicable,ML81464115,,,Pompano,324,Circle,1558000,11,3,5,3,0,2540,5700,Foster City,49
Sold,Not Applicable,ML81466568,,,Palmer,2401,Avenue,1555000,11,2,3,2,0,1320,9330,Belmont,59
Sold,Not Applicable,ML81472665,,,Adelaide,3207,Way,1555000,14,2,4,2,0,1480,6000,Belmont,52
Sold,Not Applicable,ML81464121,,,Oakview,711,Way,1552000,12,3,3,2,1,2100,7150,Redwood City,29
Sold,Not Applicable,ML81470990,,,Ruby,174,Avenue,1551000,7,2,3,2,0,1820,6130,San Carlos,66
Sold,Not Applicable,ML81483171,,,Green Hills,352,Drive,1551000,13,2,3,2,0,1920,6300,Millbrae,38
Sold,Not Applicable,ML81461951,,,Timothy,940,Lane,1550000,15,1,2,1,0,1080,5450,Menlo Park,67
Sold,Not Applicable,ML81462508,,,Annapolis,2250,Drive,1550000,14,3,5,3,0,2810,7600,Fremont,27
Sold,Not Applicable,ML81464506,,,Jeter,460,Street,1550000,10,2,3,2,0,1610,6500,Redwood City,85
Sold,Not Applicable,ML81465606,,,Mounds,50,Road,1550000,13,2,2,2,0,2076,171751,San Mateo,42
Sold,Not Applicable,ML81467618,,,Highland,3547,Avenue,1550000,8,3,3,2,1,1970,8750,Redwood City,39
Sold,Not Applicable,ML81467698,,,Finger,219,Avenue,1550000,11,3,3,2,1,1390,5000,Redwood City,79
Sold,Not Applicable,ML81470003,,,Crestview,725,Drive,1550000,14,3,3,2,1,1790,7320,Millbrae,47
Sold,Not Applicable,ML81471148,,,San Benito,630,Avenue,1550000,12,3,4,2,1,2400,5350,Menlo Park,68
Sold,Not Applicable,ML81471241,,,Upton,433,Street,1550000,70,2,3,2,0,1364,5500,Redwood City,7
Sold,Not Applicable,ML81471509,,,Upland,242,Road,1550000,11,2,3,2,0,1480,16640,Redwood City,61
Sold,Not Applicable,ML81472140,,,Skyline,1632,Boulevard,1550000,53,2,4,2,0,2110,7600,Burlingame,50
Sold,Not Applicable,ML81473018,,,Cherrywood,1406,Drive,1550000,14,2,3,2,0,1890,7750,San Mateo,40
Sold,Not Applicable,ML81484748,,,Menlo Oaks,1043,Drive,1550000,9,1,3,1,0,1310,4950,Menlo Park,76
Sold,Not Applicable,ML81485910,,,Henderson,1020,Avenue,1550000,11,1,3,1,0,1290,5900,Menlo Park,67
Sold,Not Applicable,ML81498985,,,De Anza,509,Avenue,1550000,13,2,3,2,0,1990,10140,San Carlos,38
Sold,Not Applicable,ML81500095,,,Country Club,3708,Drive,1550000,6,2,3,2,0,1300,8400,Redwood City,59
Sold,Not Applicable,ML81470897,,,Mission Cielo,41821,Court,1543000,15,3,6,3,0,3144,4784,Fremont,16
Sold,Not Applicable,ML81457862,,,Alice,41252,Street,1540000,43,4,4,3,1,3015,5250,Fremont,60
Sold,Not Applicable,ML81472388,,,James,1807,Avenue,1540000,6,3,3,2,1,1820,6400,Redwood City,67
Sold,Not Applicable,ML81498129,,,New Brunswick,2090,Drive,1538000,9,2,4,2,0,1710,8250,San Mateo,57
Sold,Not Applicable,ML81466320,,,Arundel,125,Road,1533000,15,2,3,2,0,1520,7500,Burlingame,108
Sold,Not Applicable,ML81461549,,,Lodge,3416,Drive,1530000,8,3,4,3,0,1510,4500,Belmont,53
Sold,Not Applicable,ML81464174,,,Monroe,2049,Avenue,1530000,12,2,3,2,0,1400,4750,Belmont,63
Sold,Not Applicable,ML81467463,,,Francisco,554,Street,1530000,17,2,3,2,0,2208,13015,El Granada,58
Sold,Not Applicable,ML81469063,,,Casa Marcia,1062,Place,1530000,21,3,5,3,0,2460,7130,Fremont,45
Sold,Not Applicable,ML81483271,,,FAIRWAY,449,Drive,1530000,13,3,5,3,0,3270,8100,Half Moon Bay,19
Sold,Not Applicable,ML81496672,,,Cardiff,1000,Lane,1530000,9,3,4,3,0,2170,5900,Redwood City,29
Sold,New Subdivision,ML81483221,,,Bayhill,251,,1529000,0,3,4,3,0,3201,6435,Half Moon Bay,0
Sold,Not Applicable,ML81466518,,,Park,604,Road,1525000,17,3,3,2,1,2200,7750,Redwood City,29
Sold,Not Applicable,ML81469932,,,Prindle,2609,Road,1525000,9,4,4,3,1,2820,8800,Belmont,36
Sold,Not Applicable,ML81471218,,,Winding,259,Way,1525000,11,3,3,2,1,2495,3960,San Carlos,49
Sold,Not Applicable,ML81472284,,,Sully,42658,Street,1525000,7,2,4,2,0,1964,8050,Fremont,51
Sold,Not Applicable,ML81485376,,,Cedar,517,Street,1525000,8,1,3,1,0,1290,5824,San Carlos,69
Sold,Not Applicable,ML81485419,,,Canyon Oak Ct.,1810,,1525000,15,3,3,2,1,2010,4860,San Mateo,38
Sold,Not Applicable,ML81496526,,,Robin Whipple,1831,Way,1525000,8,2,2,2,0,1390,5500,Belmont,68
Sold,Not Applicable,ML81465141,,,Mullet,396,Court,1520000,13,2,4,2,0,1900,6840,Foster City,48
Sold,Not Applicable,ML81468015,,,Menlo Oaks,1041,Drive,1520000,14,2,2,2,0,1318,4800,Menlo Park,75
Sold,Not Applicable,ML81483346,,,Sand Hill,134,Circle,1520000,19,2,2,2,0,1600,1368,Menlo Park,45
Sold,"Not Applicable, Comp Only",ML81485709,,,Lexington,603,Way,1520000,0,1,2,1,0,1110,5000,Burlingame,75
Sold,Court Confirmation May Be Req'd,ML81497007,,,Palm Circle,10,Road,1515151,33,1,1,1,0,1190,15246,Woodside,12
Sold,Not Applicable,ML81459363,,,Oakhurst,223,Place,1515000,30,1,3,1,0,1280,6000,Menlo Park,68
Sold,Not Applicable,ML81465130,,,Green Hills,327,Drive,1515000,30,3,4,3,0,2380,6000,Millbrae,38
Sold,Not Applicable,ML81485661,,,Porto Marino,1016,Drive,1515000,11,2,3,2,0,1590,12240,San Carlos,54
Sold,Not Applicable,ML81496897,,,Exeter,152,Avenue,1515000,25,3,3,2,1,2860,10300,San Carlos,29
Sold,Not Applicable,ML81461479,,,Fir,184,Street,1512500,13,2,3,2,0,1590,5562,San Carlos,68
Sold,Not Applicable,ML81463060,,,Douglas,3404,Court,1510000,12,3,3,2,1,2190,2992,San Mateo,36
