Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81520181,,,Macbeth,4414,Circle,900000,20,2,4,2,0,1380,4500,Fremont,31
Sold,Not Applicable,ML81520641,,,Horgan,50,Avenue,900000,4,2,3,2,0,1550,134560,Redwood City,36
Sold,Not Applicable,ML81520642,,,Sunrise,19,Court,900000,19,3,3,3,0,1900,2869,South San Francisco,20
Sold,Not Applicable,ML81520748,,,Whitehead,34270,Lane,900000,7,2,3,2,0,1353,5800,Fremont,46
Sold,Not Applicable,ML81521445,,,Clement,1610,Avenue,900000,24,3,3,2,1,2185,3204,Alameda,12
Sold,Not Applicable,ML81521541,,,Balboa,861,Lane,900000,24,2,2,2,0,1270,,Foster City,40
Sold,Not Applicable,ML81521865,,,Old County,935,Road,900000,13,2,3,2,0,1585,94173,Belmont,23
Sold,Not Applicable,ML81521908,,,Cork Harbour,417,Circle,900000,25,2,3,2,0,1328,441876,Redwood City,30
Sold,Not Applicable,ML81522532,,,9th,836,Avenue,900000,7,1,2,1,0,1090,5500,Redwood City,68
Sold,Not Applicable,ML81533198,,,Nimitz,340,Avenue,900000,3,1,2,1,0,970,4080,Redwood City,65
Sold,Not Applicable,ML81533216,,,Mcevoy,319,Street,900000,21,2,3,2,0,1250,6000,Redwood City,70
Sold,Not Applicable,ML81546779,,,Acacia,177,Avenue,900000,16,2,3,1,1,1020,2500.34,San Bruno,89
Sold,Not Applicable,ML81546910,,,Farnee,2636,Court,900000,6,3,3,2,1,1850,2565.68,South San Francisco,51
Sold,Not Applicable,ML81461921,,,Crystal Springs,10,Road,899000,141,3,2,2,1,1566,1.08,San Mateo,7
Sold,Not Applicable,ML81512243,,,Green,585,Avenue,899000,30,2,4,2,0,1757,5000,San Bruno,71
Sold,Not Applicable,ML81512643,N,,Idaho,1027,Street,899000,23,1,2,1,0,1680,7650,San Mateo,83
Sold,Not Applicable,ML81519156,,,Audubon,1271,Avenue,899000,8,2,3,2,0,1680,6250,Montara,31
Sold,Not Applicable,ML81520647,,,Wembley,186,Drive,899000,40,3,4,3,0,1820,3838,Daly City,42
Sold,Not Applicable,ML81533389,,,Newman,331,Drive,899000,9,2,3,2,0,1560,4500,South San Francisco,60
Sold,Not Applicable,ML81545834,,,Santa Clara,312,Avenue,899000,37,2,3,2,0,1829,7048.01,Alameda,116
Sold,New Subdivision,ML81519770,,,Archer,12,Court,898588,8,2,3,2,0,1400,7000,San Mateo,65
Sold,Not Applicable,ML81513353,,,EL CAMINO REAL,808,,898000,15,3,3,2,1,1565,20354,Burlingame,13
Sold,Not Applicable,ML81546848,,,Highcrest,32,Lane,898000,11,3,2,2,1,1530,2975.15,South San Francisco,19
Sold,Not Applicable,ML81520819,,,Poplar,483,Street,895000,56,2,3,2,0,1275,3612,Half Moon Bay,0
Sold,Not Applicable,ML81534827,,,Portofino,633,Lane,895000,6,2,2,2,0,1490,224917.7,Foster City,40
Sold,Not Applicable,ML81519287,,,Salisbury,3124,Court,893000,15,2,3,2,0,1390,5907,Fremont,44
Sold,Not Applicable,ML81499752,,,Burrows,604,Avenue,890000,21,2,3,2,0,1380,5000,San Bruno,66
Sold,Not Applicable,ML81501048,,,Wayne,1307,Way,890000,25,3,2,2,1,1540,2500,San Mateo,12
Sold,Not Applicable,ML81501069,,,La Cosa,4390,Avenue,890000,11,2,3,2,0,1573,6714,Fremont,53
Sold,Not Applicable,ML81512007,,,Medina,2860,Drive,890000,12,2,3,2,0,1430,5000,San Bruno,52
Sold,Not Applicable,ML81515496,S,,Norfolk,1712,Street,890000,38,2,3,2,0,1345,5000,San Mateo,61
Sold,Not Applicable,ML81519391,,,Wayne,1351,Way,890000,18,3,2,2,1,1250,16897,San Mateo,12
Sold,Not Applicable,ML81520147,,,Wexford,2485,Avenue,890000,13,3,4,2,1,1860,5200,South San Francisco,40
Sold,Not Applicable,ML81521828,,,Marbly,132,Avenue,890000,12,3,4,3,0,1770,3300,Daly City,44
Sold,Not Applicable,ML81522791,,,Viewcrest,17,Circle,890000,0,3,3,2,1,1950,3240,South San Francisco,18
Sold,Not Applicable,ML81534413,,,Avenue Alhambra,625,,890000,19,2,2,2,0,1300,3600,El Granada,69
Sold,Not Applicable,ML81534867,,,Acacia,363,Avenue,890000,9,1,2,1,0,1160,5000,San Bruno,75
Sold,Not Applicable,ML81545173,,,Beach Park,1081,Boulevard,890000,16,2,3,2,0,1593,701664.48,Foster City,42
Sold,Not Applicable,ML81501395,,,Ocean Grove,55,Avenue,888000,10,2,3,2,0,1470,3300,Daly City,59
Sold,Not Applicable,ML81515047,,,Kains,1777,Avenue,888000,15,1,3,1,0,1110,5300,San Bruno,66
Sold,Not Applicable,ML81519454,,,Paso Pino,43856,,888000,28,2,3,2,0,1431,1,Fremont,3
Sold,Not Applicable,ML81514441,,,Silvia,863,Court,885000,10,2,3,2,0,1667,5050,Pacifica,54
Sold,Not Applicable,ML81520071,W,,Grant,842,Place,885000,32,1,2,1,0,970,4000,San Mateo,75
Sold,Not Applicable,ML81520777,,,El Campo,101,Drive,885000,14,1,3,1,0,1730,6000,South San Francisco,68
Sold,Not Applicable,ML81521835,,,Santa Cruz,2140,Avenue,885000,5,2,2,2,0,1160,84294,Menlo Park,37
Sold,Not Applicable,ML81521886,,,Lynbrook,469,Drive,885000,17,3,4,2,1,1610,4000,Pacifica,51
Sold,Not Applicable,ML81516282,,,Grand,417,Boulevard,882000,14,1,2,1,0,1110,3960,San Mateo,88
Sold,Not Applicable,ML81516917,,,Mendocino,358,Street,881000,10,3,3,2,1,1630,2400,Brisbane,88
Sold,Not Applicable,ML81545175,,,A,242,Street,881000,22,3,4,3,0,1920,2500,South San Francisco,79
Sold,Not Applicable,ML81499173,,,Crystal Springs,10,Road,880000,61,2,2,2,0,1190,46847,San Mateo,7
