Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Active,Not Applicable,ML81515501,,,Quail Meadows,6,Drive,10000000,166,6,5,5,1,8660,147233,Woodside,26
Active,Not Applicable,ML81520205,,,Atherton,393,Avenue,9995000,134,9,5,8,1,7649,43560,Atherton,19
Active,Not Applicable,ML81500320,,,Reservoir,75,Road,9950000,204,3,4,3,0,2740,142398,Atherton,68
Active,Not Applicable,ML81561665,,,Homs,1,Court,9888000,15,8,7,7,1,11425,61855.2,Hillsborough,112
Active,Not Applicable,ML81485989,,,Selby,84,Lane,9500000,232,4,5,3,1,6170,53775,Atherton,35
Active,Not Applicable,ML81562758,,,Family Farm,280,Road,9495000,8,5,4,4,1,5765,262144.08,Woodside,94
Active,Not Applicable,ML81551111,,,Selby,400,Lane,8750000,20,6,3,5,1,3460,50403,Atherton,61
Active,Not Applicable,ML81562752,,,Mount Vernon,97,Lane,8750000,8,6,5,4,2,7939,48351.6,Atherton,13
Pending,Not Applicable,ML81521094,,,De Sabla,109,Road,8695000,107,9,6,8,1,7883,38768,Hillsborough,74
Pending,Not Applicable,ML81562506,,,Camino Por Los Arboles,6,,8450000,2,6,5,5,1,6070,31798.8,Atherton,16
Active,Not Applicable,ML81439843,,,NEW PLACE,170,Road,7999999,484,7,6,6,1,6436,46368,Hillsborough,35
Active,Not Applicable,ML81563204,,,Tuscaloosa,88,Avenue,7995000,6,4,4,3,1,3770,58139.53,Atherton,57
Active,Not Applicable,ML81521967,,,Boar,867,Terrace,7888000,120,6,5,5,1,8050,127630,Fremont,9
Active,Not Applicable,ML81550695,,,Romero,115,Road,7495000,23,5,4,3,2,3990,42854,Woodside,18
Active,Not Applicable,ML81562748,,,Vineyard Hill,3,Road,7495000,8,6,4,5,1,5250,133729.2,Woodside,37
Pending,Not Applicable,ML81547840,,,Mountain Wood,245,Lane,7250000,42,3,5,3,0,3550,131376.96,Woodside,59
Pending,Not Applicable,ML81548031,,,Lindenbrook,245,Road,6950000,26,6,6,5,1,6890,355885.2,Woodside,24
Active,Not Applicable,ML81548164,,,Barroilhet,1175,Drive,6888000,44,7,6,6,1,5950,22742.68,Hillsborough,35
Active,Not Applicable,ML81547216,,,Stockbridge,172,Avenue,6700000,53,6,5,5,1,4430,27300,Atherton,69
Active,Not Applicable,ML81499154,,,Albion,418,Avenue,6595000,211,4,4,4,0,4370,130323,Woodside,42
Active,Not Applicable,ML81533049,,,Selby,28,Lane,6500000,110,2,2,1,1,1670,72522,Atherton,67
Active,Not Applicable,ML81522284,,,Jacaranda,720,Circle,6475000,113,8,6,6,2,6809,28967,Hillsborough,38
Active,Not Applicable,ML81550343,,,Roblar,428,Avenue,6375000,26,5,4,3,2,5950,19950,Hillsborough,79
Pending,Not Applicable,ML81547107,,,Reyna,8,Place,6295000,44,7,4,4,3,7129,13250,Menlo Park,11
Active,Not Applicable,ML81563949,,,Ralston,47,Road,6295000,1,4,4,4,0,4500,40001.15,Atherton,70
Pending,Not Applicable,ML81547259,,,Craig,551,Road,5995000,25,6,5,5,1,5101,23250,Hillsborough,2
Contingent,Not Applicable,ML81550150,,,Family Farm,381,Road,5995000,24,3,3,2,1,2930,132858,Woodside,51
Active,Not Applicable,ML81548180,,,Roblar,452,Avenue,5895000,43,8,5,7,1,5283,24829,Hillsborough,80
Active,Not Applicable,ML81517523,,,Sierra,2,Lane,5500000,155,4,3,3,1,4705,50530,Portola Valley,17
Pending,Not Applicable,ML81421777,,,Roberts Rd @ Fassler Ave,LOT 8,,5495000,304,5,5,4,1,4300,90665,Pacifica,
Active,Not Applicable,ML81521924,,,Hawthorne,180,Drive,5250000,121,3,4,3,0,2630,40860,Atherton,65
Active,Not Applicable,ML81455864,,,Chateau,762,Drive,5000000,355,6,5,5,1,5534,28111,Hillsborough,0
Active,Not Applicable,ML81562454,,,Madera,1439,Way,5000000,11,5,6,4,1,3952,17998.99,Millbrae,52
Active,Not Applicable,ML81483867,,,Madrone,20,Place,4999999,244,4,6,4,0,3660,21344,Hillsborough,54
Active,Not Applicable,ML81549422,,,Redwood,140,Drive,4998000,33,5,4,4,1,4140,19375,Hillsborough,75
Active,Not Applicable,ML81548040,,,Mc Creery,30,Drive,4950000,46,6,6,4,2,5120,21610.12,Hillsborough,48
Active,Not Applicable,ML81549713,,,Sheldon,10,Way,4800000,29,4,3,3,1,4242,21780,Hillsborough,47
Pending,Not Applicable,ML81550488,,,Laureldale,35,Road,4795000,10,6,4,4,2,4050,19170.76,Hillsborough,75
Active,Not Applicable,ML81562710,,,Bellair,1208,Way,4795000,8,5,5,4,1,3430,12545.28,Menlo Park,4
Active,Not Applicable,ML81548805,,,Stevick,302,Drive,4750000,39,3,3,2,1,2342,43560,Atherton,61
Active,Not Applicable,ML81501428,,,Cervantes,420,Road,4700000,46,3,5,3,0,3910,43996,Portola Valley,54
Active,Not Applicable,ML81549507,,,Oak Tree,16,Place,4688000,32,5,5,4,1,3985,16905.64,Hillsborough,5
Active,Not Applicable,ML81522681,,,Black Mountain,1505,Road,4500000,113,5,6,5,0,5700,22352,Hillsborough,54
Active,Not Applicable,ML81549677,,,West Glen,662,Way,4495000,29,6,3,5,1,4430,55756.8,Woodside,8
Pending,Not Applicable,ML81518484,,,Jane,330,Drive,4488000,22,8,6,6,2,7930,130899,Woodside,27
Active,Not Applicable,ML81549465,,,Los Montes,1516,Drive,4390000,33,6,5,4,2,5119,12653,Burlingame,0
Pending,Not Applicable,ML81548662,,,Hillsborough,710,Boulevard,4275000,28,3,4,3,0,3270,22176.4,Hillsborough,53
Active,Not Applicable,ML81562648,,,North,150,Street,4200000,322,3,4,3,0,3600,3476088,Pescadero,42
Pending,Not Applicable,ML81549696,,,Isabella,18,Avenue,4195000,4,4,4,3,1,3647,16552.8,Atherton,65
Active,Not Applicable,ML81533966,,,La Strada,8,Court,3999888,98,6,5,5,1,5800,12985,Burlingame,16
Active,Not Applicable,ML81462831,,,Irving,55,Avenue,3999000,313,2,3,2,0,1870,42262,Atherton,61
Pending,Not Applicable,ML81498113,W,,Santa Inez,420,Avenue,3999000,158,5,4,4,1,4695,16170,Hillsborough,81
Active,Not Applicable,ML81546989,,,Woodridge,260,Road,3999000,54,6,5,5,1,6770,41556,Hillsborough,26
Pending,Not Applicable,ML81550727,,,Crystal,1465,Drive,3998000,11,3,4,2,1,3454,22982.26,Hillsborough,37
Contingent,Not Applicable,ML81551153,,,Park,9,Drive,3998000,19,6,4,5,1,3696,9593,Atherton,1
Active,Not Applicable,ML81549122,,,Frontera,1224,Way,3990000,35,6,5,5,1,3832,10798.52,Millbrae,0
Active,Not Applicable,ML81547301,,,Alpine,5000,Road,3950000,175,4,4,3,1,3065,1089000,Portola Valley,46
Active,Not Applicable,ML81519228,,,Sugar Hill,40,Drive,3895000,144,5,4,4,1,4980,29302,Hillsborough,27
Active,Not Applicable,ML81461750,,,Portola State Park,222,Road,3888000,319,2,2,2,0,1300,1647570,La Honda,40
Active,Not Applicable,ML81562599,W,,Maple,418,Way,3875000,11,4,4,3,1,3897,74923.2,Woodside,32
Pending,Not Applicable,ML81561657,,,Politzer,20,Drive,3798000,9,4,5,4,0,2880,10260,Menlo Park,58
Contingent,Not Applicable,ML81547706,,,Colton,5,Court,3795000,42,5,5,4,1,6500,20288,Redwood City,10
Active,Not Applicable,ML81513899,,,Berryessa,45,Way,3780000,178,2,3,2,0,2730,86684,Hillsborough,38
Active,Not Applicable,ML81562353,,,Arbol Grande,5,Court,3749000,12,3,4,3,0,3496,7560,Menlo Park,28
Active,Not Applicable,ML81548628,,,Remillard,590,Drive,3688000,40,4,3,3,1,3100,21605,Hillsborough,59
Pending,Not Applicable,ML81561393,,,Roehampton,508,Road,3680000,17,5,4,4,1,3130,16392,Hillsborough,80
Contingent,Not Applicable,ML81562473,,,Camino a los Cerros,2001,,3650000,0,5,4,4,1,2892,7000,Menlo Park,0
Active,Not Applicable,ML81522570,,,Valparaiso,1994,Avenue,3550000,116,4,4,3,1,3134,7275,Menlo Park,0
Active,Not Applicable,ML81550465,,,Almendral,19,Avenue,3499000,25,5,4,4,1,3810,6751.8,Atherton,13
Active,Not Applicable,ML81561670,,,Cornell,50,Road,3499000,15,4,4,3,1,2350,5692,Menlo Park,0
Active,Not Applicable,ML81563914,,,Cordova,10,Court,3495000,1,4,5,3,1,3650,73180.8,Portola Valley,61
Active,Not Applicable,ML81561655,,,Saint Francis,535,Place,3488000,15,3,6,3,0,2661,11000,Menlo Park,59
Active,Not Applicable,ML81562754,,,Oak Forest,5,Court,3488000,8,5,4,4,1,4210,66287,Portola Valley,21
Active,Not Applicable,ML81518030,,,Tevis,20,Place,3450000,152,4,5,3,1,3540,22651,Hillsborough,40
