Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81462580,,,Glen Exeter,2463,Way,1000000,180,2,4,2,0,2206,7405,San Jose,26
Sold,Not Applicable,ML81499840,,,Alum Rock,5179-5183,Avenue,1000000,147,4,8,4,0,3080,18909,San Jose,64
Sold,Not Applicable,ML81515157,,,Easy,181,Street,1000000,36,3,2,2,1,1406,1844,Mountain View,29
Sold,Not Applicable,ML81517678,NW,,Redding,299,Road,1000000,69,2,3,1,1,1400,11700,Campbell,60
Sold,Not Applicable,ML81517153,,,Del Loma,2888,Drive,1000000,21,2,3,2,0,1204,5865,San Jose,52
Sold,Not Applicable,ML81521085,,,Saint Andrews,1941,Circle,1000000,47,4,5,3,1,3810,8570,Gilroy,16
Sold,Not Applicable,ML81521570,,,New Jersey,3308,Avenue,1000000,7,3,4,2,1,2001,6970,San Jose,48
Sold,Not Applicable,ML81521749,,,Knoll Park,6068,Court,1000000,5,2,3,2,0,1673,7837,San Jose,43
Sold,Not Applicable,ML81521991,,,Kingsbury,2144,Circle,1000000,14,3,4,2,1,1705,2241,Santa Clara,15
Sold,Not Applicable,ML81522618,,,Glacier,1224,Drive,1000000,32,3,5,2,1,2349,5499,Milpitas,45
Sold,Not Applicable,ML81533899,,,Charlotte,6065,Drive,1000000,37,3,3,2,1,2165,2567,San Jose,1
Sold,Not Applicable,ML81534110,,,Kiely,716,Boulevard,1000000,39,2,3,2,0,1145,5300,Santa Clara,59
Sold,Not Applicable,ML81534460,,,Esther,14280,Drive,1000000,13,2,4,2,0,1439,8000,San Jose,62
Sold,Not Applicable,ML81546868,,,Castro,1910,Drive,1000000,6,2,3,2,0,1333,6000,San Jose,49
Sold,Not Applicable,ML81547753,N,,Central,613,Avenue,1000000,8,2,3,1,1,1639,7841,Campbell,63
Sold,"Not Applicable, Comp Only",ML81563165,,,Via Cristobal,3939,,1000000,6,2,5,2,0,999,6664,Campbell,55
Sold,Not Applicable,ML81533889,,,Olsen,3519,Drive,998000,27,3,3,2,1,1652,3279,San Jose,0
Sold,Not Applicable,ML81547305,,,Malone,2520,Place,998000,15,2,3,2,0,1718,6799.72,Santa Clara,59
Sold,New Subdivision,ML81516971,,,Golden Vista,6038,Drive,995000,63,4,4,3,1,2500,2555,San Jose,0
Sold,Not Applicable,ML81521163,,,Sussex Park,5115,Court,995000,9,3,5,3,0,2533,9056,San Jose,41
Sold,Not Applicable,ML81521296,,,Dent,5542,Avenue,995000,8,2,3,2,0,1305,8050,San Jose,57
Sold,Not Applicable,ML81545788,,,Amethyst,2533,Drive,995000,2,4,7,4,0,2638,6000,Santa Clara,62
Sold,Not Applicable,ML81516980,,,Maple,569,Avenue,990000,41,3,4,3,0,1324,5067,Sunnyvale,65
Sold,Not Applicable,ML81533731,,,Lancia,17710,Drive,990000,11,4,5,3,1,3410,8256,Morgan Hill,12
Sold,Not Applicable,ML81545967,,,Waterstone,3529,Court,990000,12,3,5,3,0,2382,4614,San Jose,9
Sold,Not Applicable,ML81521683,,,Dewberry,1053,Place,988888,64,3,3,2,1,2147,,San Jose,0
Sold,Not Applicable,ML81522053,E,,Alta Vista,15820,Way,988000,28,3,4,2,1,2538,8306,San Jose,37
Sold,Not Applicable,ML81533306,,,Pala Mesa,5954,Drive,988000,20,3,4,2,1,2451,4314,San Jose,15
Sold,Not Applicable,ML81547636,,,Maximilian,2249,Drive,988000,4,2,3,2,0,1244,6000,Campbell,54
Sold,Not Applicable,ML81515506,,,New,12095,Avenue,985000,36,3,4,2,1,2256,86528,San Martin,37
Sold,Not Applicable,ML81521208,,,Eagle Ridge,7101,Drive,985000,16,3,4,3,0,3220,13889,Gilroy,10
Sold,Not Applicable,ML81521582,,,Carriage,18155,Drive,985000,25,4,5,3,1,2869,9148,Morgan Hill,12
Sold,Not Applicable,ML81548543,,,Morocco,1712,Drive,985000,7,2,3,2,0,1450,6240,San Jose,57
Sold,Not Applicable,ML81550027,,,Hewes,506,Court,985000,9,3,4,3,0,2346,3140.68,San Jose,18
Sold,Not Applicable,ML81516278,,,Springbrook,3720,Avenue,982000,56,3,5,2,1,2077,8055,San Jose,32
Sold,Not Applicable,ML81501703,N,,Fair Oaks,312,Avenue,980000,91,2,3,2,0,1568,1125,Sunnyvale,0
Sold,Not Applicable,ML81516296,,,Golf Links,2448,Circle,980000,36,2,3,2,0,2088,3296,Santa Clara,36
Sold,Not Applicable,ML81517275,,,Huckleberry,350,Drive,980000,28,3,4,3,0,2400,4480,San Jose,17
Sold,Not Applicable,ML81519547,,,Monica,800,Lane,980000,28,2,3,2,0,1644,9383,Campbell,58
Sold,Not Applicable,ML81520502,,,Ginko,259,Terrace,980000,8,3,3,2,1,1629,1163,Sunnyvale,9
Sold,Not Applicable,ML81533126,,,Trevino,1073,Terrace,980000,3,3,3,2,1,1998,2717,San Jose,29
Sold,Not Applicable,ML81534763,,,Barbara,2714,Way,980000,6,3,3,2,1,1773,9021.28,San Jose,58
Sold,Not Applicable,ML81535030,,,Alan,5040,Avenue,980000,8,2,3,2,0,1716,5663,San Jose,58
Sold,Not Applicable,ML81547372,,,Saint Andrews,1965,Circle,980000,4,3,4,3,0,3310,8298.18,Gilroy,16
Sold,Not Applicable,ML81547580,,,Williamsport,1544,Drive,980000,3,3,3,2,1,1455,4151.27,San Jose,28
Sold,New Subdivision,ML81517775,,,Via Torino,2930,Place,978990,187,4,2,2,2,1723,0,Santa Clara,0
Sold,Not Applicable,ML81501912,,,Saint Andrews,1939,Circle,975000,110,4,4,3,1,3285,8156,Gilroy,16
Sold,Not Applicable,ML81515799,,,Leisure,3102,Court,975000,34,2,4,2,0,1650,5663,San Jose,44
Sold,Not Applicable,ML81516299,,,Higgins,1742,Avenue,975000,36,2,3,2,0,1283,5662,Santa Clara,61
Sold,Not Applicable,ML81519669,,,Brown,2239,Avenue,975000,23,2,3,2,0,1095,7927,Santa Clara,57
Sold,Not Applicable,ML81519675,,,Golf Links,2426,Circle,975000,10,3,3,2,1,2088,2311,Santa Clara,36
Sold,Not Applicable,ML81519741,,,Widget,723,Drive,975000,17,2,3,2,0,1418,7111,San Jose,60
Sold,Not Applicable,ML81519996,,,Staats,2021,Way,975000,7,2,3,2,0,1314,6227,Santa Clara,54
Sold,Not Applicable,ML81520749,,,Longley,976,Avenue,975000,11,2,3,2,0,1400,5393,San Jose,90
Sold,Not Applicable,ML81521559,,,Ortega,550,Avenue,975000,7,2,2,2,0,1163,,Mountain View,23
Sold,Not Applicable,ML81533318,,,Suncrest,3872,Avenue,975000,34,3,3,2,1,2870,19166,San Jose,39
Sold,Not Applicable,ML81533649,,,Coyote,906,Street,975000,12,3,4,2,1,1773,5840,Milpitas,38
Sold,Not Applicable,ML81545177,,,Pala Mesa,5879,Drive,975000,14,3,4,2,1,2451,4100,San Jose,15
Sold,Not Applicable,ML81520267,,,Homestead,2080,Road,971000,12,4,5,4,0,1800,9150,Santa Clara,65
Sold,Not Applicable,ML81484311,,,Singley,532,Drive,970000,123,3,5,2,1,2115,5996,Milpitas,43
Sold,Not Applicable,ML81521761,,,Freda,1327,Court,970000,10,2,3,2,0,1337,9686,Campbell,62
Sold,Not Applicable,ML81533192,,,Monroe,2891,Street,970000,5,2,3,2,0,1095,5734,Santa Clara,57
Sold,Not Applicable,ML81533691,,,Hendy,2288,Lane,970000,9,3,3,2,1,1782,2046,San Jose,8
Sold,Not Applicable,ML81533894,,,Pinehurst,1434,Drive,970000,9,3,4,2,1,1686,6000,San Jose,51
Sold,Not Applicable,ML81534343,,,Carob,1851,Court,970000,6,4,4,3,1,3040,13503,Gilroy,0
Sold,Not Applicable,ML81534422,,,Knightswood,3227,Way,970000,46,2,3,2,0,1910,8398,San Jose,37
Sold,Not Applicable,ML81546386,,,Virginia,170,Avenue,970000,14,1,3,1,0,1059,10507,Campbell,65
Sold,Not Applicable,ML81548645,,,Ada,201,Avenue,970000,6,3,2,2,1,1247,3249.58,Mountain View,29
Sold,Not Applicable,ML81513303,,,Bucknall,4656,Road,968919,91,3,5,2,1,1557,6046,San Jose,52
Sold,Not Applicable,ML81534136,,,Balsa,1794,Avenue,967000,8,2,4,2,0,1547,5225,San Jose,61
Sold,Not Applicable,ML81513631,,,Peppermint Tree,246,Terrace,966000,57,4,3,3,1,1577,1204,Sunnyvale,7
Sold,Not Applicable,ML81546122,,,Mission Springs,1608,Circle,966000,9,3,4,2,1,1768,3485,San Jose,27
Sold,Not Applicable,ML81513965,,,Nob Hill,3665,Drive,965000,48,3,4,3,0,2327,10266,San Jose,22
Sold,Not Applicable,ML81517653,,,El Rio,948,Drive,965000,31,2,3,2,0,1860,8307,San Jose,67
Sold,Not Applicable,ML81521664,,,Seaman,1995,Place,965000,9,3,4,2,1,2494,7297,San Jose,32
Sold,Not Applicable,ML81534194,,,Pine Wood,538,Lane,965000,8,2,3,2,0,1533,1680,Los Gatos,41
Sold,Not Applicable,ML81534251,,,Sondra,260,Way,965000,6,2,3,2,0,1373,6435,Campbell,58
Sold,Not Applicable,ML81546068,,,Benton,2163,Street,965000,8,1,3,1,0,1083,5723.78,Santa Clara,66
Sold,Not Applicable,ML81523035,,,Galen,471,Drive,963000,0,3,4,2,1,2009,9452,San Jose,39
Sold,Not Applicable,ML81486039,,,Wetmore,3070,Drive,960375,106,3,4,3,0,2971,9474,San Jose,36
Sold,Not Applicable,ML81513643,,,Lund,1088,Terrace,960000,61,3,2,2,1,1576,1576,Sunnyvale,11
Sold,Not Applicable,ML81520470,N,,De Anza,10745,Boulevard,960000,11,2,2,2,0,1317,1294,Cupertino,7
Sold,Not Applicable,ML81520475,,,Leigh,5029,Avenue,960000,25,2,3,2,0,1148,5903,San Jose,57
Sold,New Subdivision,ML81521174,,,Via Roma,2951,Place,960000,27,4,2,2,2,1822,,Santa Clara,0
Sold,Not Applicable,ML81521209,,,Mayan,1910,Lane,960000,14,3,4,3,0,2605,97677,San Martin,26
Sold,Not Applicable,ML81521285,,,Oberlin,6433,Way,960000,11,3,4,2,1,2386,5942,San Jose,40
Sold,Not Applicable,ML81533243,N,,Milton,301,Avenue,960000,3,2,3,2,0,1312,9991,Campbell,65
Sold,Not Applicable,ML81533629,,,Mary Evelyn Dr.,669,,960000,12,3,4,2,1,2009,5663,San Jose,41
Sold,Not Applicable,ML81546840,,,Remington,2998,Way,960000,13,3,5,3,0,2127,6699.53,San Jose,49
Sold,Not Applicable,ML81546944,,,Kennedy,1667,Drive,960000,15,2,4,2,0,1463,6510,Milpitas,38
Sold,Not Applicable,ML81547461,,,Escobar,179,Avenue,960000,15,2,3,2,0,1220,,Los Gatos,44
